Id,Category
2997,2
2998,5
2999,8
3000,2
3001,0
3002,1
3003,5
3004,5
3005,4
3006,10
3007,2
3008,0
3009,10
3010,0
3011,2
3012,6
3013,9
3014,10
3015,1
3016,3
3017,3
3018,5
3019,5
3020,6
3021,0
3022,5
3023,1
3024,0
3025,10
3026,6
3027,2
3028,10
3029,6
3030,4
3031,6
3032,9
3033,5
3034,2
3035,0
3036,1
3037,10
3038,10
3039,4
3040,3
3041,9
3042,10
3043,2
3044,0
3045,3
3046,0
3047,1
3048,5
3049,5
3050,1
3051,0
3052,8
3053,10
3054,0
3055,1
3056,2
3057,9
3058,3
3059,10
3060,8
3061,0
3062,10
3063,9
3064,0
3065,1
3066,6
3067,2
3068,10
3069,5
3070,3
3071,2
3072,3
3073,5
3074,10
3075,3
3076,3
3077,0
3078,3
3079,0
3080,2
3081,10
3082,2
3083,1
3084,9
3085,3
3086,5
3087,2
3088,7
3089,3
3090,9
3091,9
3092,9
3093,5
3094,0
3095,4
3096,2
3097,5
3098,3
3099,0
3100,0
3101,9
3102,2
3103,8
3104,8
3105,0
3106,2
3107,9
3108,8
3109,5
3110,9
3111,8
3112,0
3113,5
3114,9
3115,9
3116,8
3117,0
3118,6
3119,3
3120,5
3121,9
3122,5
3123,9
3124,8
3125,3
3126,8
3127,5
3128,9
3129,5
3130,6
3131,8
3132,4
3133,0
3134,5
3135,0
3136,4
3137,2
3138,1
3139,2
3140,5
3141,6
3142,9
3143,3
3144,10
3145,8
3146,2
3147,10
3148,5
3149,0
3150,5
3151,2
3152,3
3153,0
3154,9
3155,9
3156,5
3157,0
3158,5
3159,9
3160,1
3161,1
3162,9
3163,10
3164,9
3165,4
3166,9
3167,9
3168,2
3169,3
3170,2
3171,9
3172,5
3173,3
3174,3
3175,7
3176,10
3177,4
3178,9
3179,3
3180,0
3181,0
3182,9
3183,8
3184,1
3185,8
3186,9
3187,8
3188,5
3189,6
3190,3
3191,3
3192,0
3193,4
3194,0
3195,1
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,5
3209,5
3210,4
3211,2
3212,9
3213,0
3214,8
3215,9
3216,9
3217,2
3218,9
3219,9
3220,9
3221,9
3222,3
3223,1
3224,1
3225,0
3226,9
3227,9
3228,3
3229,6
3230,0
3231,2
3232,8
3233,0
3234,7
3235,0
3236,4
3237,0
3238,10
3239,5
3240,9
3241,10
3242,7
3243,8
3244,3
3245,6
3246,0
3247,3
3248,9
3249,7
3250,10
3251,5
3252,5
3253,8
3254,8
3255,9
3256,3
3257,4
3258,5
3259,5
3260,5
3261,5
3262,0
3263,6
3264,0
3265,0
3266,2
3267,8
3268,0
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,3
3276,5
3277,0
3278,3
3279,9
3280,6
3281,10
3282,9
3283,1
3284,2
3285,10
3286,7
3287,3
3288,0
3289,1
3290,7
3291,9
3292,8
3293,2
3294,10
3295,7
3296,10
3297,10
3298,9
3299,7
3300,0
3301,9
3302,1
3303,0
3304,10
3305,2
3306,3
3307,9
3308,2
3309,9
3310,1
3311,2
3312,9
3313,1
3314,8
3315,9
3316,1
3317,9
3318,3
3319,2
3320,1
3321,4
3322,8
3323,5
3324,2
3325,2
3326,5
3327,8
3328,10
3329,4
3330,3
3331,9
3332,4
3333,8
3334,4
3335,5
3336,9
3337,10
3338,2
3339,5
3340,7
3341,4
3342,2
3343,8
3344,2
3345,0
3346,2
